File, AvgCyclomatic, AvgCyclomaticModified, AvgCyclomaticStrict, AvgEssential, AvgLine, AvgLineBlank, AvgLineCode, AvgLineComment, CountDeclClass, CountDeclClassMethod, CountDeclClassVariable, CountDeclExecutableUnit, CountDeclFunction, CountDeclInstanceMethod, CountDeclInstanceVariable, CountDeclMethod, CountDeclMethodDefault, CountDeclMethodPrivate, CountDeclMethodProtected, CountDeclMethodPublic, CountLine, CountLineBlank, CountLineCode, CountLineCodeDecl, CountLineCodeExe, CountLineComment, CountSemicolon, CountStmt, CountStmtDecl, CountStmtExe, MaxCyclomatic, MaxCyclomaticModified, MaxCyclomaticStrict, MaxEssential, MaxNesting, RatioCommentToCode, SumCyclomatic, SumCyclomaticModified, SumCyclomaticStrict, SumEssential,ChangeMetrics,ChurnMetrics,PreReleaseDefects,post_release_bugs,Authors,CatchAndDoNothing_AntiPattern,CatchAndReturnNull_AntiPattern,CatchQuantity,CatchRecoverability_AntiPattern,CatchSizeLOC,CatchSizeSLOC,DummyCatch_AntiPattern,IncompleteImplementation_AntiPattern,LogAndThrow_AntiPattern,OverCatch_AntiPattern,ThrowKitchenSink_AntiPattern
TypedBytesInput.java,2,2,2,1,12,0,7,4,2,1,1,34,34,33,1,34,0,2,1,31,504,40,286,79,190,180,155,229,81,148,15,15,16,15,2,0.63,72,72,74,65,0,1,0,1,4,3,3,4,0,4,0,10,0,0,7,1804
TypedBytesInputWriter.java,1,1,1,1,4,0,4,0,1,0,0,4,4,4,2,4,0,1,0,3,63,10,33,18,10,20,17,23,15,8,2,2,2,1,1,0.61,5,5,5,4,0,1,0,0,4,3,0,0,0,0,0,10,0,0,7,1804
TypedBytesOutput.java,1,1,1,1,10,0,4,5,2,1,1,26,26,25,1,26,0,2,1,23,332,32,142,43,72,158,67,111,44,67,12,12,12,1,1,1.11,40,40,40,26,0,1,0,1,4,3,0,0,0,0,0,10,0,0,7,1804
TypedBytesOutputReader.java,1,1,1,1,6,0,6,0,1,0,0,5,5,5,5,5,0,0,0,5,80,11,49,23,18,20,26,34,17,17,2,2,2,1,1,0.41,7,7,7,5,0,1,0,0,4,3,0,0,0,0,0,10,0,0,7,1804
TypedBytesRecordInput.java,1,1,1,1,3,0,3,0,3,2,1,24,24,22,2,24,0,3,1,20,159,31,90,36,34,38,41,67,36,31,1,1,1,1,0,0.42,24,24,24,24,0,1,0,1,4,3,0,0,0,0,0,10,0,0,7,1804
TypedBytesRecordOutput.java,1,1,1,1,3,0,2,0,2,2,1,21,21,19,1,21,0,2,1,18,137,27,72,33,22,38,30,52,33,19,1,1,1,1,0,0.53,21,21,21,21,0,1,0,1,4,3,0,0,0,0,0,10,0,0,7,1804
TypedBytesWritable.java,1,1,2,1,8,0,7,1,1,0,0,6,6,6,0,6,0,0,0,6,88,11,51,21,25,26,25,38,22,16,4,4,5,4,2,0.51,11,11,12,9,0,1,0,0,4,3,0,2,0,2,0,10,0,0,7,1804
TypedBytesWritableInput.java,2,1,2,1,7,0,6,0,2,2,1,39,39,37,2,39,0,2,1,36,380,45,295,85,165,40,146,210,86,124,13,4,13,13,2,0.14,83,63,83,63,0,1,0,1,4,3,0,1,0,1,0,10,0,0,7,1804
TypedBytesWritableOutput.java,1,1,1,1,5,0,5,0,2,2,1,24,24,22,1,24,0,2,1,21,222,30,152,56,74,41,79,125,59,66,16,16,16,1,1,0.27,42,42,42,24,0,1,0,1,4,3,0,0,0,0,0,10,0,0,7,1804
ValueQueue.java,2,1,2,1,14,0,9,4,7,0,2,17,16,18,13,18,0,2,0,16,350,27,196,75,98,130,82,119,60,59,10,8,10,4,4,0.66,35,33,36,20,22,5,0,3,5,3,0,3,0,2,1,8,0,0,9,235
Wasb.java,1,1,1,1,3,0,3,0,1,0,0,2,2,2,0,2,1,0,0,1,47,6,20,15,2,21,10,13,11,2,1,1,1,1,0,1.05,2,2,2,2,47,2,0,0,1,3,0,0,0,0,0,6,0,0,19,131
BufferedFSInputStream.java,1,1,1,1,8,0,6,1,1,0,0,9,9,9,0,9,0,0,0,9,129,16,76,30,31,37,30,47,19,28,5,5,6,3,2,0.49,16,16,17,11,0,1,1,0,9,4,0,0,0,0,0,14,0,0,13,289
CanSetDropBehind.java,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,41,4,10,9,0,27,5,6,6,0,0,0,0,0,0,2.7,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,14,0,0,13,290
ChecksumFileSystem.java,1,1,1,1,10,0,7,2,5,3,4,49,49,46,13,49,1,4,4,40,671,71,461,183,238,151,181,274,120,154,7,7,9,3,2,0.33,88,88,94,55,24,1,8,4,29,4,0,3,0,4,0,12,0,0,12,273
ContentSummary.java,1,1,1,1,6,0,5,1,2,1,5,33,33,32,16,33,0,2,0,31,339,43,219,87,110,77,118,167,75,92,4,4,4,4,2,0.35,49,49,49,39,155,1,0,1,8,4,0,0,0,0,0,14,0,0,13,292
DF.java,2,2,2,1,9,0,8,1,1,1,1,15,15,14,5,15,0,1,3,11,219,29,158,51,87,37,73,104,44,60,8,8,8,1,2,0.23,30,30,30,15,0,1,4,0,13,4,0,3,3,3,0,12,0,0,12,273
FileChecksum.java,1,1,2,1,6,0,5,0,1,0,0,3,6,6,0,6,0,0,0,6,63,9,32,18,9,22,15,21,14,7,3,3,5,3,1,0.69,5,5,7,5,0,1,0,0,7,4,0,0,0,0,0,14,0,0,13,290
FileSystemLinkResolver.java,7,7,7,4,51,0,35,16,1,0,0,1,3,3,0,3,0,0,0,3,112,6,46,16,26,60,21,28,13,15,7,7,7,4,3,1.3,7,7,7,4,0,4,1,0,1,4,0,1,0,6,3,14,0,0,13,290
FilterFileSystem.java,1,1,1,1,4,0,3,1,1,0,0,79,79,79,2,79,0,0,7,72,614,88,402,223,97,128,105,189,101,88,3,3,3,1,2,0.32,83,83,83,79,14,1,4,5,43,4,0,1,0,1,0,13,0,0,13,286
FSDataOutputStream.java,1,1,1,1,6,0,5,1,2,0,0,15,15,15,3,15,0,0,0,15,154,19,102,42,36,39,36,60,28,32,2,2,2,1,1,0.38,22,22,22,15,0,1,0,1,11,4,0,1,1,1,0,14,0,0,13,291
FSLinkResolver.java,4,4,4,1,30,0,18,11,1,1,0,2,3,2,0,3,0,0,0,3,113,7,48,20,27,58,24,31,17,14,6,6,6,1,3,1.21,8,8,9,2,0,4,0,0,1,4,0,1,0,5,1,12,0,0,12,278
FsUrlConnection.java,1,1,1,1,6,0,6,0,1,0,0,3,3,3,2,3,1,0,0,2,64,9,35,20,10,20,18,24,16,8,2,2,2,1,1,0.57,5,5,5,3,0,1,0,3,6,4,0,1,0,1,0,14,0,0,13,292
Globber.java,4,4,4,2,24,0,16,7,1,2,1,10,10,8,4,10,0,7,0,3,290,17,184,52,112,89,78,127,51,76,23,23,29,15,7,0.48,43,43,49,28,0,1,6,3,11,4,1,2,0,2,0,12,0,0,12,277
GlobExpander.java,6,6,7,2,33,0,26,5,2,3,0,4,4,1,2,4,0,2,0,2,171,10,121,37,82,40,62,91,35,56,13,13,14,6,3,0.33,26,26,31,9,0,1,0,0,5,4,0,0,0,0,0,12,0,0,12,273
GlobPattern.java,4,2,4,2,18,0,13,4,1,2,1,7,7,5,2,7,0,1,0,6,169,14,106,23,74,53,57,73,22,51,26,11,27,14,3,0.5,32,17,33,20,0,1,1,1,4,4,0,0,0,0,0,14,0,0,13,290
HarFs.java,1,1,1,1,3,0,3,0,1,0,0,2,2,2,0,2,1,0,0,1,38,6,15,10,2,17,7,10,8,2,1,1,1,1,0,1.13,2,2,2,2,0,1,0,1,1,4,0,0,0,0,0,12,0,0,12,269
KMSClientProvider.java,2,2,2,1,14,0,13,1,9,8,16,49,49,41,9,49,1,16,0,32,922,78,759,315,458,86,344,468,240,228,10,10,14,3,5,0.11,117,117,123,51,137,2,5,17,29,4,0,19,1,21,3,8,0,0,12,250
KMSRESTConstants.java,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,62,7,35,34,29,20,30,31,31,0,0,0,0,0,0,0.57,0,0,0,0,0,4,1,0,1,4,0,0,0,0,0,11,0,0,12,269
LoadBalancingKMSClientProvider.java,1,1,1,1,7,0,7,0,17,1,1,39,40,39,2,40,2,3,0,35,347,31,289,93,143,27,87,150,75,75,6,6,6,4,3,0.09,57,57,57,44,347,1,0,7,1,4,0,9,4,10,0,11,0,0,12,269
LocalFileSystem.java,1,1,1,1,8,0,6,1,1,0,2,13,13,13,0,13,0,0,0,13,167,20,110,50,49,40,45,68,34,34,8,8,10,1,3,0.36,22,22,24,13,0,1,1,1,13,4,0,1,0,1,0,14,0,0,13,288
LocalFileSystemConfigKeys.java,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,46,4,20,19,10,22,13,14,14,0,0,0,0,0,0,1.1,0,0,0,0,0,1,0,0,5,4,0,0,0,0,0,14,0,0,13,292
MD5MD5CRC32GzipFileChecksum.java,1,1,1,1,4,0,3,1,1,0,0,3,3,3,0,3,0,0,0,3,40,4,15,8,3,21,6,10,7,3,1,1,1,1,0,1.4,3,3,3,3,0,1,0,0,1,4,0,0,0,0,0,13,0,0,13,286
OpensslSecureRandom.java,1,1,2,1,9,0,5,3,1,2,3,5,7,5,1,7,0,2,1,4,119,13,57,28,24,49,28,39,23,16,2,2,3,1,1,0.86,8,8,10,5,0,1,0,0,1,4,0,1,0,1,0,12,0,0,12,269
OsSecureRandom.java,2,2,2,1,8,0,8,0,1,0,2,7,7,7,6,7,0,1,1,5,130,20,89,40,43,21,50,65,35,30,3,3,3,1,2,0.24,14,14,14,7,0,2,0,1,2,4,0,3,0,4,0,12,0,0,12,269
OutputOnlyApp.java,3,3,3,1,10,0,10,0,1,1,0,1,1,0,0,1,0,0,0,1,38,3,14,5,6,21,6,10,5,5,3,3,3,1,1,1.5,3,3,3,1,0,1,0,0,1,4,0,0,0,0,0,10,0,0,7,1811
PathIsNotDirectoryException.java,1,1,1,1,4,0,3,1,1,0,1,1,1,1,0,1,0,0,0,1,27,1,7,4,2,19,3,5,4,1,1,1,1,1,0,2.71,1,1,1,1,0,1,0,0,1,4,0,0,0,0,0,12,0,0,12,278
RawBytesReduceApp.java,1,1,1,1,8,0,8,0,1,1,0,5,5,4,1,5,0,2,0,3,74,9,48,19,26,18,29,38,19,19,3,3,4,1,2,0.38,8,8,9,5,0,1,0,0,4,4,1,1,0,1,0,10,0,0,7,1811
StorageType.java,1,1,1,1,3,0,3,0,1,6,3,12,10,6,5,12,1,1,0,10,94,18,55,29,16,21,24,37,24,13,3,3,3,1,2,0.38,14,14,14,12,35,2,0,0,11,4,0,0,0,0,0,13,0,0,13,286
SwiftTestConstants.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,34,3,5,4,2,26,3,4,4,0,0,0,0,0,0,5.2,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,6,0,0,4,1736
TestAltKerberosAuthenticationHandler.java,1,1,1,1,14,0,11,1,2,0,0,6,6,6,0,6,0,0,2,4,115,12,81,29,49,22,46,57,24,33,3,3,3,1,1,0.27,10,10,10,6,0,2,0,0,1,4,0,2,0,4,0,5,0,1,8,48
TestClassWithNoPackage.java,1,1,1,1,9,0,7,1,1,1,0,2,2,1,0,2,0,0,0,2,56,6,27,18,10,23,17,20,17,3,1,1,1,1,0,0.85,2,2,2,2,0,1,0,0,4,4,0,0,0,0,0,10,0,0,7,1812
TestFileArgs.java,1,1,1,1,8,0,7,0,1,0,2,6,6,6,5,6,0,0,3,3,117,14,78,38,38,26,47,58,30,28,3,3,3,1,1,0.33,9,9,9,6,0,1,1,0,7,4,0,0,0,0,0,10,0,0,7,1812
TestFSMainOperationsSwift.java,1,1,1,1,3,0,3,0,1,0,0,52,52,52,1,52,0,0,2,50,366,56,292,180,62,18,74,128,70,58,2,2,2,1,1,0.06,53,53,53,52,0,1,0,1,1,4,0,0,0,0,0,6,0,0,4,1736
TestMRFramework.java,1,1,1,1,17,2,15,0,1,0,0,1,1,1,0,1,0,0,0,1,48,7,24,10,13,17,16,18,9,9,1,1,1,1,0,0.71,1,1,1,1,0,1,0,0,1,4,0,0,0,0,0,10,0,0,7,1812
TestPseudoAuthenticationHandler.java,1,1,1,1,10,1,9,0,1,0,0,7,7,7,0,7,0,1,0,6,117,20,84,41,49,13,50,62,35,27,1,1,1,1,1,0.15,7,7,7,7,9,1,1,0,6,4,0,0,0,0,0,5,0,1,6,46
TestStreamingExitStatus.java,1,1,1,1,6,0,5,0,1,0,0,8,8,8,5,8,0,0,1,7,109,17,70,34,35,23,33,43,28,15,3,3,3,1,1,0.33,11,11,11,8,0,1,0,0,4,4,0,0,0,0,0,10,0,0,7,1811
TestStreamingOutputKeyValueTypes.java,1,1,1,1,6,0,5,0,2,0,0,17,17,17,0,17,0,0,2,15,198,24,134,54,61,40,73,93,33,60,2,2,2,1,1,0.3,18,18,18,17,0,1,2,0,6,4,0,0,0,0,0,10,0,0,7,1812
TestStreamingSeparator.java,1,1,1,1,12,0,11,0,1,1,0,5,5,4,7,5,0,0,2,3,122,14,76,29,46,32,37,45,27,18,2,2,2,1,2,0.42,6,6,6,5,0,1,0,0,4,4,0,1,0,0,0,10,0,0,7,1810
TestStreamingStderr.java,1,1,1,1,6,0,6,0,1,0,0,8,8,8,0,8,0,0,3,5,110,13,68,31,35,29,31,41,26,15,2,2,2,1,1,0.43,9,9,9,8,0,1,0,0,4,4,0,0,0,0,0,10,0,0,7,1811
TestStreamJob.java,1,1,1,1,14,1,13,0,1,0,0,3,3,3,0,3,0,0,0,3,85,11,54,20,33,20,51,55,17,38,1,1,1,1,0,0.37,3,3,3,3,0,1,0,0,5,4,0,0,0,0,0,10,0,0,7,1811
TestSwiftFileSystemBlockLocation.java,1,1,1,1,9,0,9,0,1,0,0,11,11,11,0,11,0,3,0,8,167,22,121,49,68,24,55,72,35,37,2,2,2,1,1,0.2,15,15,15,11,0,1,0,1,1,4,0,2,2,0,2,6,0,0,4,1736
TestTypedBytesStreaming.java,1,1,1,1,8,0,7,0,1,0,0,5,5,5,6,5,0,0,2,3,91,11,61,31,35,19,38,44,28,16,1,1,1,1,0,0.31,5,5,5,5,0,1,0,0,4,4,0,0,0,0,0,10,0,0,7,1811
TrApp.java,1,1,1,1,10,0,8,0,1,2,0,7,7,5,3,7,3,0,0,4,116,17,70,22,35,29,37,49,22,27,2,2,2,1,1,0.41,11,11,11,7,0,1,1,0,6,4,0,0,0,0,0,10,0,0,7,1812
TrashPolicyDefault.java,3,3,3,2,15,1,13,1,2,0,7,15,15,15,5,15,1,5,0,9,331,46,253,84,148,45,120,174,71,103,12,12,12,9,5,0.18,48,48,49,37,0,1,4,8,13,4,0,11,0,16,3,13,0,0,13,280
ValueCountReduce.java,1,1,1,1,5,0,3,1,1,1,0,4,4,3,0,4,0,0,0,4,64,14,27,17,5,23,15,21,17,4,2,2,2,1,1,0.85,5,5,5,4,0,1,0,0,4,4,0,0,0,0,0,10,0,0,7,1812
AvgRecordFactory.java,2,2,2,1,13,0,11,2,1,0,2,5,5,5,9,5,0,0,0,5,123,14,75,29,45,34,42,52,23,29,6,6,8,1,2,0.45,11,11,14,5,0,1,1,0,4,5,0,0,0,0,0,12,0,0,12,1540
AzureBlobStorageTestAccount.java,1,1,1,1,12,1,8,3,3,34,18,57,55,23,11,57,2,15,0,40,876,134,549,240,322,197,275,367,191,176,7,7,7,7,4,0.36,88,88,91,65,876,6,0,2,6,5,0,0,0,0,0,9,0,0,19,156
AzureFileSystemMetricsSystem.java,1,1,1,1,6,0,5,0,1,4,2,5,5,1,0,5,0,1,0,4,69,9,37,14,14,23,17,26,12,14,2,2,2,1,1,0.62,8,8,8,5,69,2,0,0,2,5,0,0,0,0,0,9,0,0,19,142
BandwidthGaugeUpdater.java,2,2,2,1,13,0,7,5,3,1,4,16,16,15,11,16,0,3,0,13,289,25,155,60,85,109,70,108,50,58,9,9,11,1,3,0.7,32,32,34,16,289,1,0,0,1,5,0,2,0,0,0,9,0,0,19,142
ByteBufferReadable.java,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,54,2,6,5,0,46,4,5,5,0,0,0,0,0,0,7.67,0,0,0,0,11,3,0,1,2,5,0,0,0,0,0,14,0,0,13,292
ClusterSummarizer.java,1,1,1,1,5,0,5,0,1,0,1,9,9,9,6,9,1,0,6,2,116,12,70,31,33,34,40,51,28,23,2,2,2,1,1,0.49,10,10,10,9,0,1,1,0,4,5,0,1,0,2,0,12,0,0,12,1540
CompressionEmulationUtil.java,1,1,1,1,19,0,12,5,3,19,12,23,23,4,1,23,21,0,1,1,599,52,361,153,212,186,204,251,116,135,6,6,6,4,3,0.52,43,43,45,28,8,1,3,0,8,5,0,1,0,1,0,14,0,0,14,1544
ExecutionSummarizer.java,1,1,1,1,6,0,6,0,1,2,2,31,31,29,18,31,5,3,21,2,320,37,230,85,122,53,121,159,77,82,3,3,3,1,2,0.23,38,38,38,31,0,1,1,0,5,5,0,1,0,1,2,13,0,0,14,1541
GenerateData.java,1,1,1,1,8,0,8,0,9,2,7,33,33,31,23,33,6,2,2,23,412,41,326,145,161,45,176,232,133,99,4,4,4,3,2,0.14,48,48,49,35,0,1,1,0,5,5,0,1,0,1,0,11,0,0,12,1537
Gridmix.java,2,2,2,1,21,1,15,4,4,3,19,27,32,29,7,32,9,8,9,6,815,92,503,159,329,226,267,346,130,216,14,14,14,10,4,0.45,73,73,74,43,36,1,4,1,13,5,0,10,0,16,2,10,0,0,12,1527
GridmixJob.java,1,1,1,1,12,0,10,1,8,12,9,35,36,24,9,36,12,5,4,15,526,65,390,152,208,72,167,236,120,116,7,7,7,5,3,0.18,66,66,69,41,6,1,2,0,9,5,0,3,0,3,0,11,0,0,12,1539
HardLink.java,2,2,2,1,14,0,12,1,5,5,3,10,11,6,8,11,3,2,0,6,293,29,173,61,103,92,78,109,51,58,7,7,8,4,2,0.53,24,24,25,13,313,1,1,1,12,5,0,2,1,5,0,14,0,0,13,292
InMemoryBlockBlobStore.java,1,1,1,1,6,0,5,0,5,0,0,22,22,22,10,22,1,0,0,21,192,25,136,55,58,32,54,82,46,36,4,4,4,1,2,0.24,25,25,25,22,192,2,0,0,1,5,0,0,0,0,0,9,0,0,19,158
InMemoryFileSystemStore.java,1,1,1,1,7,0,7,0,1,0,0,16,16,16,3,16,0,2,0,14,199,23,153,68,70,23,75,110,58,52,4,4,4,3,2,0.15,29,29,30,18,0,1,0,0,9,5,0,0,0,0,0,4,0,0,5,83
InMemoryNativeFileSystemStore.java,1,1,2,1,8,0,8,0,1,0,0,14,14,14,3,14,0,2,0,12,206,26,157,73,71,23,72,102,55,47,7,7,8,1,4,0.15,27,27,29,14,0,1,0,0,11,5,0,0,0,0,0,4,0,0,5,86
Jets3tNativeS3FileSystemContractTest.java,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,1,0,0,0,30,4,9,6,1,17,3,5,4,1,1,1,1,1,0,1.89,1,1,1,1,0,1,0,0,7,5,0,0,0,0,0,4,0,0,5,86
Jets3tS3FileSystemContractTest.java,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,1,0,0,0,31,5,9,6,1,17,3,5,4,1,1,1,1,1,0,1.89,1,1,1,1,0,1,0,0,7,5,0,0,0,0,0,4,0,0,5,83
JobFactory.java,1,1,1,1,6,0,4,1,4,0,1,31,32,32,14,32,0,1,3,28,276,25,181,83,79,70,94,137,78,59,8,8,11,1,1,0.39,41,41,44,31,0,1,2,0,6,5,0,0,0,0,0,12,0,0,12,1540
JobMonitor.java,2,2,2,1,17,0,11,5,2,0,1,12,12,12,8,12,1,0,2,9,294,29,170,50,88,97,79,120,49,71,17,17,18,10,6,0.57,29,29,30,21,0,1,1,0,11,5,0,3,0,4,4,13,0,0,13,1541
MockStorageInterface.java,1,1,1,1,5,0,5,0,7,2,0,66,66,64,13,66,0,3,4,59,584,82,456,228,158,46,159,252,140,112,7,7,8,3,3,0.1,85,85,88,70,584,4,0,1,4,5,0,8,1,8,0,9,0,0,21,161
NativeS3Contract.java,1,1,1,1,4,0,3,0,1,0,1,2,2,2,0,2,0,0,0,2,43,8,14,8,4,21,7,10,7,3,1,1,1,1,0,1.5,2,2,2,2,0,1,0,0,2,5,0,0,0,0,0,4,0,0,5,83
NativeS3FileSystem.java,3,3,3,1,14,0,12,1,3,3,4,40,40,37,15,40,0,11,0,29,766,81,601,193,342,88,275,400,161,239,22,22,22,7,4,0.15,120,120,129,52,3,1,4,2,20,5,0,12,0,23,2,4,0,0,5,83
NativeS3FileSystemContractBaseTest.java,1,1,1,1,13,1,11,0,3,0,1,16,17,17,5,17,1,1,2,13,240,41,173,62,102,26,111,143,62,81,6,6,6,1,2,0.15,29,29,29,16,3,1,4,4,13,5,0,0,0,0,0,4,0,0,5,91
PathNotFoundException.java,1,1,1,1,4,0,3,1,1,0,1,1,1,1,0,1,0,0,0,1,29,1,7,4,2,21,3,5,4,1,1,1,1,1,0,3,1,1,1,1,0,1,0,0,1,5,0,0,0,0,0,14,0,0,13,292
PathOperationException.java,1,1,1,1,4,0,3,1,1,0,1,1,1,1,0,1,0,0,0,1,27,1,7,4,2,19,3,5,4,1,1,1,1,1,0,2.71,1,1,1,1,0,1,0,0,1,5,0,0,0,0,0,14,0,0,13,292
PseudoLocalFs.java,1,1,1,1,6,0,5,1,2,1,5,30,30,29,6,30,5,0,0,25,332,39,222,100,97,81,90,134,68,66,4,4,4,4,3,0.36,42,42,42,33,2,1,1,0,5,5,0,3,1,3,0,10,0,0,12,1527
ResponseReceivedMetricUpdater.java,2,2,2,1,19,0,13,5,1,1,1,5,5,4,2,5,0,3,0,2,146,15,82,37,42,49,35,48,26,22,7,7,9,3,2,0.6,12,12,14,7,146,3,0,0,3,5,0,0,0,0,0,9,0,0,19,142
S3AContract.java,1,1,1,1,4,0,3,0,1,0,1,2,2,2,0,2,0,0,0,2,43,8,14,8,4,21,7,10,7,3,1,1,1,1,0,1.5,2,2,2,2,0,1,0,0,1,5,0,0,0,0,0,4,0,0,5,83
S3AScaleTestBase.java,1,1,1,1,4,0,3,1,1,0,4,6,6,6,2,6,0,0,3,3,89,15,44,30,11,30,26,33,26,7,1,1,1,1,0,0.68,6,6,6,6,3,1,0,0,1,5,0,0,0,0,0,4,0,0,5,86
S3ATestUtils.java,3,3,3,1,24,2,19,3,1,1,0,1,1,0,0,1,0,0,0,1,54,7,27,13,14,20,17,21,12,9,3,3,3,1,1,0.74,3,3,3,1,3,2,0,1,2,5,0,0,0,0,0,4,0,0,5,85
S3FileSystemContractBaseTest.java,1,1,1,1,6,0,6,0,1,0,1,3,4,4,1,4,1,0,2,1,61,10,34,19,13,17,19,24,16,8,2,2,2,1,1,0.5,4,4,4,3,3,1,2,0,10,5,0,0,0,0,0,4,0,0,5,83
S3InMemoryFileSystem.java,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,0,0,0,1,32,3,8,5,1,21,4,6,5,1,1,1,1,1,0,2.63,1,1,1,1,0,1,0,0,2,5,0,0,0,0,0,4,0,0,5,83
S3NativeFileSystemConfigKeys.java,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,47,4,21,20,10,22,14,15,15,0,0,0,0,0,0,1.05,0,0,0,0,0,1,0,0,6,5,0,0,0,0,0,4,0,0,5,83
SleepJob.java,1.5,1.5,2,1,10.5,0,10,0,7.5,0.5,5,24.5,24.5,24,14,24.5,0.5,1,3,20,348.5,34.5,286.5,111.5,161,27.5,157.5,210,103,107,11.5,11.5,11.5,8.5,3,0.1,50.5,50.5,51,33,0,1,4,1,14,5,0,0,0,0,0,10,0,0,12,1532
StressJobFactory.java,2,2,2,1,17,1,12,3,3,0,11,26,26,26,13,26,3,1,1,21,610,83,376,127,232,156,182,249,105,144,22,22,27,12,6,0.41,62,62,69,47,0,1,1,0,5,5,0,5,0,10,0,12,0,0,12,1540
SubmitterUserResolver.java,1,1,1,1,5,0,3,1,1,0,1,4,4,4,1,4,0,0,0,4,59,7,26,16,7,26,14,19,14,5,1,1,1,1,0,1,4,4,4,4,0,1,1,0,4,5,0,0,0,0,0,12,0,0,12,1540
TestInMemoryNativeS3FileSystemContract.java,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,1,0,0,0,30,4,9,6,1,17,3,5,4,1,1,1,1,1,0,1.89,1,1,1,1,0,1,0,0,7,5,0,0,0,0,0,4,0,0,5,86
TestInMemoryS3FileSystemContract.java,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,1,0,0,0,31,5,9,6,1,17,3,5,4,1,1,1,1,1,0,1.89,1,1,1,1,0,1,0,0,7,5,0,0,0,0,0,4,0,0,5,83
TestINode.java,1,1,1,1,9,1,7,0,1,0,0,3,3,3,0,3,0,0,0,3,60,13,30,17,17,17,21,25,17,8,1,1,1,1,0,0.57,3,3,3,3,0,1,0,0,7,5,0,0,0,0,0,4,0,0,5,83
TestNativeAzureFileSystemBlockLocations.java,1,1,1,1,7,0,7,0,1,3,0,12,12,9,0,12,0,3,0,9,139,16,106,58,58,17,61,75,43,32,2,2,2,1,1,0.16,13,13,13,12,139,1,0,1,1,5,0,0,0,0,0,9,0,0,19,156
TestNativeAzureFileSystemContractEmulator.java,2,2,2,1,6,0,6,0,1,0,0,3,3,3,1,3,0,0,3,0,50,6,27,11,9,17,9,16,7,9,2,2,2,1,1,0.63,6,6,6,3,50,1,0,1,1,5,0,0,0,0,0,9,0,0,19,156
TestNativeAzureFileSystemOperationsMocked.java,1,1,1,1,4,0,4,0,1,0,1,8,8,8,0,8,0,0,1,7,78,13,48,24,16,17,17,27,16,11,2,2,2,1,1,0.35,9,9,9,8,78,2,0,2,1,5,0,0,0,0,0,9,0,0,19,158
TestNativeAzureFSPageBlobLive.java,1,1,1,1,12,2,7,3,1,0,0,1,1,1,0,1,0,0,1,0,43,5,13,8,4,25,6,8,5,3,1,1,1,1,0,1.92,1,1,1,1,43,1,0,0,1,5,0,0,0,0,0,9,0,0,19,142
TestOutOfBandAzureBlobOperations.java,1,1,1,1,8,0,7,0,2,0,0,12,10,12,5,12,0,1,0,11,174,19,124,47,69,31,73,88,35,53,4,3,4,1,2,0.25,16,15,16,12,174,2,0,0,1,5,0,1,0,1,0,9,0,0,19,158
TestS3ABlocksize.java,1,1,1,1,13,0,12,0,1,0,1,3,3,3,1,3,0,0,1,2,93,12,62,38,30,19,38,45,33,12,3,3,3,1,2,0.31,5,5,5,3,3,1,0,0,1,5,0,0,0,0,0,4,0,0,5,85
TestS3AConfiguration.java,4,4,4,1,24,0,21,3,1,0,2,5,5,5,3,5,0,0,0,5,180,13,135,39,87,32,73,94,31,63,5,5,7,1,2,0.24,20,20,23,5,3,2,0,2,1,5,0,6,6,9,0,4,0,0,5,84
TestS3AContractCreate.java,1,1,1,1,3,0,3,0,1,0,0,2,2,2,0,2,0,0,1,1,38,5,16,10,3,17,7,10,8,2,1,1,1,1,0,1.06,2,2,2,2,0,1,0,0,1,5,0,0,0,0,0,4,0,0,5,83
TestS3AContractDelete.java,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,0,0,1,0,31,4,10,7,1,17,5,7,6,1,1,1,1,1,0,1.7,1,1,1,1,0,1,0,0,1,5,0,0,0,0,0,4,0,0,5,83
TestS3AContractMkdir.java,1,1,1,1,3,0,3,0,1,0,0,1,1,1,0,1,0,0,1,0,34,4,10,7,1,20,5,7,6,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,5,0,0,0,0,0,4,0,0,5,83
