File, AvgCyclomatic, AvgCyclomaticModified, AvgCyclomaticStrict, AvgEssential, AvgLine, AvgLineBlank, AvgLineCode, AvgLineComment, CountDeclClass, CountDeclClassMethod, CountDeclClassVariable, CountDeclExecutableUnit, CountDeclFunction, CountDeclInstanceMethod, CountDeclInstanceVariable, CountDeclMethod, CountDeclMethodDefault, CountDeclMethodPrivate, CountDeclMethodProtected, CountDeclMethodPublic, CountLine, CountLineBlank, CountLineCode, CountLineCodeDecl, CountLineCodeExe, CountLineComment, CountSemicolon, CountStmt, CountStmtDecl, CountStmtExe, MaxCyclomatic, MaxCyclomaticModified, MaxCyclomaticStrict, MaxEssential, MaxNesting, RatioCommentToCode, SumCyclomatic, SumCyclomaticModified, SumCyclomaticStrict, SumEssential,ChangeMetrics,ChurnMetrics,PreReleaseDefects,post_release_bugs,Authors
TaskAttemptRecoverEvent.java,1,1,1,1,4,0,4,0,1,0,0,4,4,4,3,4,0,0,0,4,50,8,25,13,7,17,14,19,12,7,1,1,1,1,0,0.68,4,4,4,4,0,1,0,0,1
TaskAttemptReport.java,0,0,0,0,0,0,0,0,1,0,0,0,30,30,0,30,0,0,0,30,66,5,34,33,0,27,32,33,33,0,0,0,0,0,0,0.79,0,0,0,0,0,1,1,0,4
TaskAttemptReportPBImpl.java,1,1,1,1,5,0,5,0,1,0,0,46,46,46,6,46,0,13,0,33,370,48,305,115,143,18,136,207,85,122,4,4,4,3,1,0.06,86,86,87,52,0,1,1,0,4
TaskAttemptsInfo.java,1,1,1,1,2,0,2,0,1,0,0,3,3,3,1,3,0,0,0,3,43,8,18,12,3,18,8,12,10,2,1,1,1,1,0,1,3,3,3,3,0,2,0,1,2
TaskAttemptStartedEvent.java,1,1,1,1,5,0,3,1,1,0,0,16,16,16,1,16,1,0,0,15,133,10,75,34,34,48,36,57,27,30,3,3,3,1,1,0.64,21,21,21,16,0,1,0,0,6
TaskAttemptState.java,1,1,1,1,0,0,0,0,1,0,0,2,0,2,7,2,0,0,0,2,29,2,10,9,0,17,1,2,2,0,1,1,1,1,0,1.7,2,2,2,2,0,1,1,0,3
TaskAttemptStateInternal.java,1,1,1,1,0,0,0,0,1,0,0,2,0,2,13,2,0,0,0,2,42,3,18,17,0,21,2,3,3,0,1,1,1,1,0,1.17,2,2,2,2,0,1,0,0,1
TaskAttemptStatusUpdateEvent.java,1,1,1,1,4,0,4,0,2,0,0,2,2,2,11,2,0,0,0,2,58,8,29,22,3,21,20,24,21,3,1,1,1,1,0,0.72,2,2,2,2,0,1,0,1,5
TaskAttemptUnsuccessfulCompletionEvent.java,1,1,1,1,8,0,6,2,1,0,1,21,21,21,15,21,2,0,0,19,251,24,162,62,90,65,88,112,49,63,4,4,4,1,2,0.4,27,27,27,21,0,1,0,1,7
TaskCompletionEvent.java,1,1,1,1,7,0,3.5,2.5,2,0.5,1,18,16,17.5,8.5,18,0,0,3,15,222,18,103.5,51,36.5,101,39,58,29.5,28.5,2,2,5,2,0.5,1.035,19,19,22,19,32,1,2,0,12
TaskCounter.java,1,1,1,1,0,0,0,0,1,0,0,2,0,2,23,2,0,0,0,2,51,3,30,29,0,18,3,4,4,0,1,1,1,1,0,0.6,2,2,2,2,0,1,1,0,4
TaskCounterGroupInfo.java,1,1,1,1,5,0,5,0,1,0,0,2,2,2,2,2,0,0,0,2,49,9,23,15,5,17,13,18,14,4,2,2,2,1,1,0.74,3,3,3,2,0,2,0,0,1
TaskCounterInfo.java,1,1,1,1,3,0,3,0,1,0,0,4,4,4,2,4,0,0,0,4,46,7,22,13,4,17,10,15,11,4,1,1,1,1,0,0.77,4,4,4,4,0,1,0,0,1
TaskEvent.java,1,1,1,1,3,0,3,0,1,0,0,2,2,2,1,2,0,0,0,2,40,6,13,7,3,21,7,10,7,3,1,1,1,1,0,1.62,2,2,2,2,0,1,0,0,2
TaskEventType.java,1,1,1,1,0,0,0,0,1,0,0,2,0,2,9,2,0,0,0,2,42,6,12,11,0,24,1,2,2,0,1,1,1,1,0,2,2,2,2,2,0,1,0,0,3
TaskFailedEvent.java,1,1,1,1,6,0,5,1,1,0,1,13,13,13,8,13,1,0,0,12,140,13,88,37,47,39,50,65,31,34,3,3,3,1,1,0.44,16,16,16,13,0,1,0,0,4
TaskFinishedEvent.java,1,1,1,1,6,0,4,1,1,0,0,11,11,11,7,11,1,0,0,10,119,12,70,31,33,37,43,58,27,31,3,3,3,1,2,0.53,14,14,14,11,0,1,0,0,7
TaskHeartbeatHandler.java,1,1,1,1,7,0,6,0,3,0,1,11,11,11,8,11,0,0,3,8,166,27,110,52,47,31,56,76,44,32,5,5,7,3,3,0.28,17,17,19,13,0,1,0,1,5
TaskID.java,1.333333333,1.333333333,1.333333333,1.333333333,9,0,6.333333333,2.333333333,1.666666667,4.666666667,2.333333333,13.33333333,15.33333333,10.66666667,0.666666667,15.33333333,1,0.666666667,0.333333333,13.33333333,206.3333333,20.33333333,105.6666667,42.66666667,52,80.66666667,46,67,31.66666667,35.33333333,5.666666667,5.666666667,5.666666667,4.666666667,2.333333333,0.85,22,22,22.33333333,18.33333333,0,1,1,1,9
TaskIdPBImpl.java,1,1,1,1,5,0,5,0,1,0,0,16,16,16,4,16,0,7,0,9,142,20,105,39,50,17,50,75,33,42,4,4,4,3,1,0.16,28,28,30,18,0,1,0,0,2
TaskImpl.java,2,2,2,1,15,0,13,1,18,4,6,52,54,50,28,54,0,16,7,31,1244,125,980,309,598,144,415,575,247,328,15,11,16,4,3,0.15,133,127,145,57,0,1,1,4,35
TaskInfo.java,1,1,1,1,5,0,4,1,1,0,0,10.5,10.5,10.5,8.5,10.5,0,0.5,0,10,108,14,67,31,23.5,27,35.5,49.5,28.5,21,2,2,2,2,1,0.54,12.5,12.5,12.5,11.5,0,1,2,0,12
TaskInputOutputContext.java,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,5,0,0,0,5,72,9,15,14,0,48,9,10,10,0,0,0,0,0,0,3.2,0,0,0,0,0,1,0,0,3
TaskInputOutputContextImpl.java,1,1,1,1,6,0,5,1,1,0,0,3,6,6,2,6,0,0,0,6,95,10,41,32,5,44,22,26,21,5,1,1,1,1,0,1.07,3,3,3,3,0,1,0,0,3
TaskLog.java,1,1,2,1,14,0,11,3,7,24,11,36,34,12,11,36,8,6,0,22,663,58,468,180,269,140,245,319,139,180,6,6,9,4,3,0.3,70,70,74,41,4,2,2,2,15
TaskLogAppender.java,1,1,1,1,8,0,6,1,1,0,4,11,11,11,4,11,0,1,0,10,153,21,90,34,40,43,37,61,30,31,4,4,4,1,2,0.48,20,20,20,11,2,1,0,0,6
TaskPage.java,1,1,1,1,15,1,12,0,2,0,0,7,7,7,1,7,1,1,5,0,163,26,115,37,73,22,42,55,35,20,7,7,7,1,1,0.19,13,13,13,7,0,1,2,4,17
TaskRecoverEvent.java,1,1,1,1,4,0,4,0,1,0,0,4,4,4,3,4,0,0,0,4,50,8,25,13,7,17,14,19,12,7,1,1,1,1,0,0.68,4,4,4,4,0,1,0,0,1
TaskReport.java,0.666666667,0.666666667,0.666666667,0.666666667,5,0,3,1.666666667,1,0.666666667,0,11.66666667,21.66666667,21,3.333333333,21.66666667,1.333333333,0,2,18.33333333,152.6666667,16.33333333,87.66666667,43.33333333,34.66666667,48.66666667,47.66666667,65,37.66666667,27.33333333,2,2,3.666666667,1.333333333,1,0.576666667,15.33333333,15.33333333,17.33333333,12.33333333,0,1,2,0,13
TaskReportPBImpl.java,1,1,1,1,6,0,5,0,3,0,0,52,52,52,10,52,0,15,0,37,408,54,337,118,168,17,151,232,94,138,6,6,6,3,1,0.05,88,88,89,58,0,1,2,0,6
TaskResult.java,1,1,1,1,5,0,4,0,1,1,0,12,12,11,2,12,2,0,0,10,114,17,69,35,31,28,34,51,27,24,4,4,5,3,1,0.41,18,18,19,14,0,1,0,0,4
TaskRunner.java,1,1,1,1,6,0,6,0,2,0,0,16,19,19,11,19,0,3,0,16,185,26,139,54,62,20,65,94,46,48,5,5,5,1,3,0.14,26,26,26,16,0,1,1,0,7
TaskRuntimeEstimator.java,0,0,0,0,0,0,0,0,1,0,0,0,8,8,0,8,0,0,0,8,90,12,16,15,0,62,14,15,15,0,0,0,0,0,0,3.88,0,0,0,0,0,1,0,0,3
TasksBlock.java,5,5,6,4,40,2,36,2,1,0,0,2,2,2,1,2,1,0,1,0,124,12,92,31,57,21,40,53,31,22,10,10,12,7,4,0.23,11,11,13,8,0,1,1,2,8
TasksBlockForTest.java,1,1,1,1,4,0,4,0,1,0,0,4,4,4,1,4,0,0,0,4,49,5,24,12,9,21,11,18,12,6,2,2,2,1,1,0.88,6,6,6,4,0,1,0,0,1
TasksInfo.java,1,1,1,1,2,0,2,0,1,0,0,3,3,3,1,3,0,0,0,3,43,8,18,12,3,18,8,12,10,2,1,1,1,1,0,1,3,3,3,3,0,1,0,0,1
TasksPage.java,1,1,1,1,11,2,8,0,1,0,0,3,3,3,0,3,0,1,2,0,62,13,31,7,20,18,10,14,7,7,1,1,1,1,0,0.58,3,3,3,3,0,1,1,1,5
TaskSpeculationPredicate.java,1,1,1,1,10,0,6,4,1,0,0,1,1,1,0,1,1,0,0,0,39,4,14,11,4,21,10,12,11,1,1,1,1,1,0,1.5,1,1,1,1,0,1,0,0,2
TaskStartedEvent.java,1,1,1,1,3,0,2,1,1,0,0,9,9,9,1,9,1,0,0,8,71,8,30,20,12,33,18,28,17,11,1,1,1,1,0,1.1,9,9,9,9,0,1,0,0,4
TaskState.java,1,1,1,1,0,0,0,0,1,0,0,2,0,2,6,2,0,0,0,2,23,2,4,3,0,17,1,2,2,0,1,1,1,1,0,4.25,2,2,2,2,0,1,1,0,3
TaskStateInternal.java,1,1,1,1,0,0,0,0,1,0,0,2,0,2,7,2,0,0,0,2,23,2,4,3,0,17,1,2,2,0,1,1,1,1,0,4.25,2,2,2,2,0,1,0,0,1
TaskStatus.java,1,1,1,1,7,0,4,2,3,3,2,51,49,50,28,53,14,0,1,38,527,48,297,111,150,183,141,205,84,121,5,5,6,1,3,0.62,68,68,73,51,0,1,0,2,6
TaskTAttemptEvent.java,1,1,1,1,3,0,3,0,1,0,0,2,2,2,1,2,0,0,0,2,37,8,12,6,3,17,6,9,6,3,1,1,1,1,0,1.42,2,2,2,2,0,1,0,0,2
TaskTrackerInfo.java,1,1,1,1,6,0,4,2,1,0,0,9,9,9,4,9,0,0,0,9,108,12,54,27,20,42,29,39,22,17,1,1,1,1,0,0.78,9,9,9,9,0,1,0,0,3
TaskType.java,1,1,1,1,0,0,0,0,1,0,0,2,0,2,3.5,2,0,0,0,2,27,2.5,6,5,0,18.5,2,3,3,0,1,1,1,1,0,3.375,2,2,2,2,0,1,0,0,4
TaskUmbilicalProtocol.java,0,0,0,0,0,0,0,0,1,0,1,0,12,12,0,12,12,0,0,0,164,19,33,32,1,112,21,22,22,0,0,0,0,0,0,3.39,0,0,0,0,0,1,0,0,3
TaskUpdatedEvent.java,1,1,1,1,2,0,1,1,1,0,0,7,7,7,1,7,1,0,0,6,62,10,23,17,8,29,14,22,15,7,1,1,1,1,0,1.26,7,7,7,7,0,1,0,0,3
TcpPeerServer.java,1,1,1,1,10,0,7,2,1,2,1,10,10,8,1,10,0,0,0,10,161,14,102,50,42,45,49,67,38,29,4,4,4,1,2,0.44,16,16,16,10,0,3,0,0,3
TeeOutputStream.java,1,1,1,1,4,0,4,0,1,0,0,6,6,6,1,6,0,0,0,6,67,8,39,16,11,20,10,27,16,11,2,2,2,1,1,0.51,11,11,11,6,0,2,0,0,1
TemporarySocketDirectory.java,1,1,1,1,4,0,4,0,1,0,0,4,4,4,1,4,0,0,1,3,59,7,30,15,10,22,16,22,14,8,2,2,2,1,1,0.73,5,5,5,4,0,2,0,0,2
Tenant.java,1,1,1,1,6,0,3,3,1,0,0,8,8,8,4,8,0,0,0,8,107,15,33,16,8,59,14,23,15,8,1,1,1,1,0,1.79,8,8,8,8,0,1,0,0,1
TeraChecksum.java,1,1,1,1,8,0,7,0,3,2,0,6,6,4,3,6,0,1,0,5,104,11,72,36,31,21,45,57,32,25,3,3,3,1,1,0.29,9,9,9,6,0,1,0,0,5
TeraGen.java,1,1,1,1,6,0,5,0,6,5,3,25,23,20,16,25,2,2,0,21,308,35,215,99,104,58,126,163,89,74,6,3,6,1,1,0.27,37,34,37,25,4,1,0,2,8
TeraInputFormat.java,2,2,2,1,12,0,11,0,5,1,9,18,18,17,8,18,1,0,0,17,306,28,239,108,135,39,137,179,100,79,7,7,7,5,3,0.16,37,37,37,26,0,1,1,0,8
TeraOutputFormat.java,1,1,2,1,9,0,7,1,2,2,1,8,8,6,3,8,1,0,0,7,137,18,88,48,38,31,47,63,42,21,5,5,8,1,2,0.35,14,14,17,8,27,1,0,0,8
TeraScheduler.java,3,3,3,1,16,0,15,1,3,1,2,12,12,11,10,12,6,0,0,6,253,15,208,68,134,30,121,176,80,96,10,10,12,1,3,0.14,40,40,42,12,0,1,0,1,6
TeraSort.java,1,1,1,1,8,0,7,0,6,7,4,24,26,19,10,26,11,2,0,13,329,28,235,96,124,66,144,190,96,94,5,5,6,5,3,0.28,41,41,42,32,0,1,1,1,8
TeraValidate.java,2,2,2,1,13,0,11,1,3,3,2,8,8,5,8,8,0,3,0,5,189,15,128,49,74,46,74,97,48,49,7,7,7,1,3,0.36,19,19,19,8,0,1,0,0,5
Test.java,3,1,3,1,11,0,10,0,1,1,3,4,4,3,1,4,0,0,3,1,96,11,65,23,41,20,31,39,17,22,7,3,7,3,1,0.31,12,7,12,6,2,1,1,1,10
TestAbandonBlock.java,1,1,1,1,16,2,11,3,1,0,3,4,4,4,2,4,0,0,0,4,124,17,75,41,38,32,52,60,37,23,3,3,3,1,1,0.43,7,7,7,4,0,1,1,1,10
TestAbstractYarnScheduler.java,1,1,1,1,37,4,32,0,1,0,0,8,8,8,0,8,0,3,0,5,354,49,284,98,228,21,181,196,71,125,1,1,1,1,1,0.07,8,8,8,8,354,3,0,12,3
TestAccessControlList.java,1,1,1,1,33,3,23,5,1,0,1,12,12,12,0,12,0,4,0,8,466,64,319,85,234,87,235,254,61,193,5,5,5,3,1,0.27,18,18,18,14,0,1,2,0,13
TestAcl.java,1,1,1,1,23,0,21,1,1,1,17,7,7,6,0,7,0,0,0,7,210,13,165,26,135,32,68,76,16,60,1,1,1,1,0,0.19,7,7,7,7,0,1,0,0,1
TestAclCLI.java,1,1,1,1,5,0,5,0,1,0,0,6,6,6,4,6,0,0,3,3,84,8,59,30,25,18,31,40,21,19,3,3,3,1,1,0.31,8,8,8,6,0,1,0,1,1
TestAclCommands.java,1,1,1,1,7,0,7,0,2,0,0,21,21,21,1,21,0,1,0,20,253,29,207,107,111,20,99,125,73,52,2,2,2,1,1,0.1,24,24,24,21,0,2,1,2,1
TestAclConfigFlag.java,1,1,1,1,9,0,7,2,1,0,1,12,12,12,3,12,0,3,0,9,189,21,122,51,59,46,71,87,39,48,2,2,2,1,1,0.38,15,15,15,12,0,1,0,1,1
TestAclTransformation.java,1,1,1,1,20,0,20,0,1,0,1,51,51,51,0,51,0,0,0,51,1209,57,1128,382,938,24,210,265,200,65,2,2,2,1,1,0.02,53,53,53,51,0,2,0,1,2
TestAclWithSnapshot.java,1,1,1,1,27,2,23,2,1,11,11,29,29,18,1,29,0,10,0,19,934,101,748,244,586,85,487,522,170,352,3,3,3,1,1,0.11,34,34,34,29,192,5,1,0,5
TestActiveStandbyElector.java,1,1,1,1,20,1,14,5,2,0,3,30,30,30,6,30,1,3,1,25,745,85,489,109,360,171,268,309,79,230,4,4,4,3,2,0.35,38,38,38,32,0,8,3,2,8
TestActiveStandbyElectorRealZK.java,1,1,1,1,31,4,22,4,1,0,2,6,6,6,4,6,0,1,0,5,259,45,168,42,124,46,121,132,37,95,2,2,2,1,1,0.27,8,8,8,6,0,8,1,1,8
TestAddBlock.java,1,1,1,1,25,2,19,3,1,0,2,4,4,4,2,4,0,0,0,4,157,19,104,52,67,34,80,88,48,40,2,2,2,1,1,0.33,6,6,6,4,12,2,0,1,2
TestAddBlockRetry.java,1,1,1,1,21,1,18,2,2,0,2,6,6,6,5,6,1,0,0,5,188,21,131,65,75,37,85,95,58,37,2,2,2,1,1,0.28,8,8,8,6,18,1,2,1,10
TestAfsCheckPath.java,1,1,1,1,4,0,3,1,2,0,2,22,22,22,0,22,0,0,0,22,177,28,116,76,26,41,37,61,45,16,1,1,1,1,0,0.35,22,22,22,22,0,4,2,1,3
TestAggregatedLogDeletionService.java,1,1,1,1,26,3,20,1,5,3,0,16,16,13,0,16,1,3,7,5,444,76,334,174,243,37,209,236,147,89,5,5,7,1,2,0.11,23,23,25,16,0,4,0,1,4
TestAggregatedLogFormat.java,2,2,2,1,32,3,26,2,2,0,5,10,10,10,0,10,0,5,0,5,411,53,310,170,197,48,194,221,143,78,4,4,4,1,2,0.15,26,26,26,10,3,1,4,3,16
TestAggregatedLogsBlock.java,1,1,1,1,19,3,14,1,1,0,0,9,9,9,0,9,0,5,0,4,253,43,171,98,111,39,128,141,85,56,2,2,2,1,1,0.23,12,12,12,9,0,5,1,3,5
TestAggregates.java,1,1,1,1,28,4,21,3,1,2,1,3,3,1,0,3,0,0,0,3,128,21,81,29,59,26,70,76,30,46,3,3,3,1,2,0.32,5,5,5,3,0,1,0,1,4
TestAHSClient.java,1,1,1,1,12,0,12,0,2,0,0,23,23,23,9,23,0,1,0,22,419,48,353,172,210,20,174,202,121,81,3,3,3,3,2,0.06,27,27,27,25,6,6,1,2,6
TestAHSWebApp.java,1,1,1,1,11,0,10,0,2,0,0,10,10,10,0,10,1,0,1,8,185,26,142,71,73,17,84,98,54,44,4,4,4,1,3,0.12,13,13,13,10,27,7,1,1,7
TestAHSWebServices.java,1,1,1,1,15,0,15,0,5,3,2,17,17,14,2,17,0,0,4,13,380,28,334,158,204,20,188,216,129,87,2,2,2,1,1,0.06,26,26,26,17,30,1,1,4,11
TestAllocateRequest.java,2,2,2,1,18,2,13,2,1,0,0,2,2,2,0,2,0,0,0,2,73,11,41,23,18,21,27,32,20,12,3,3,3,1,1,0.51,4,4,4,2,0,2,1,0,2
TestAllocateResponse.java,3,3,3,1,27,3,21,2,1,0,0,2,2,2,0,2,0,0,0,2,114,12,65,33,31,37,40,47,29,18,5,5,5,1,1,0.57,6,6,6,2,0,3,1,0,3
TestAllocationFileLoaderService.java,1,1,1,1,47,3,38,4,3,0,2,12,12,12,2,12,0,0,0,12,642,67,506,97,446,69,387,403,82,321,2,2,2,1,1,0.14,13,13,13,12,105,9,3,4,9
TestAllowFormat.java,2,2,2,1,28,3,18,8,1,2,6,4,4,2,0,4,0,0,0,4,183,20,113,51,65,53,79,88,46,42,3,3,4,1,1,0.47,8,8,10,4,0,1,1,0,6
TestAltKerberosAuthenticationHandler.java,1,1,1,1,14,0,11,1,2,0,0,6,6,6,0,6,0,0,2,4,115,12,81,29,49,22,46,57,24,33,3,3,3,1,1,0.27,10,10,10,6,0,2,0,0,1
TestAMAuthorization.java,1,1,1,1,13,1,10,2,5,3,1,18,18,15,3,18,0,2,2,14,345,43,249,135,125,53,133,165,106,59,5,5,6,3,3,0.21,28,28,33,20,0,5,4,0,21
TestAmFilter.java,1,1,1,1,8,0,7,0,6,0,0,18,18,18,11,18,1,0,1,16,241,43,166,79,83,34,92,117,65,52,2,2,2,1,1,0.2,21,21,21,18,39,1,1,6,6
TestAmFilterInitializer.java,1,1,1,1,26,1,24,2,3,0,0,6,6,6,1,6,0,0,2,4,214,18,170,41,129,33,134,143,30,113,1,1,1,1,0,0.19,6,6,6,6,0,1,0,2,1
TestAMInfos.java,1,1,1,1,43,4,34,5,1,0,0,1,1,1,0,1,0,0,0,1,84,10,52,29,31,22,43,45,27,18,1,1,1,1,0,0.42,1,1,1,1,0,2,0,0,2
TestAMLaunchFailure.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,231,5,38,37,0,188,36,37,37,0,0,0,0,0,0,4.95,0,0,0,0,0,1,1,1,11
TestAMLivelinessMonitor.java,1,1,1,1,13,0,13,0,4,0,0,4,4,4,0,4,0,0,2,2,81,4,58,27,33,19,38,44,26,18,2,2,2,1,1,0.33,5,5,5,4,81,1,0,0,1
TestAMRestart.java,3,3,3,1,90,9,68,13,1,0,0,7,7,7,0,7,0,1,0,6,721,78,526,211,398,117,374,398,156,242,11,11,15,5,2,0.22,22,22,27,11,14,1,7,13,34
TestAMRMClient.java,3,3,3,1,39,3,31,3,5,2,16,24,24,22,1,24,0,6,0,18,1082,120,858,275,612,105,523,613,225,388,12,12,15,5,4,0.12,75,75,89,32,72,1,2,8,34
TestAMRMClientAsync.java,1,1,1,1,13,1,11,0,7,1,1,32,32,31,11,32,2,2,0,28,543,72,433,196,248,38,223,289,141,148,4,4,4,1,2,0.09,50,50,50,32,0,1,2,1,20
TestAMRMClientContainerRequest.java,1,1,1,1,19,2,16,0,2,0,0,9,9,9,0,9,0,1,0,8,233,35,175,87,110,23,94,105,56,49,1,1,1,1,0,0.13,9,9,9,9,0,1,0,1,6
TestAMRMClientOnRMRestart.java,1,1,1,1,21,2,16,1,7,3,4,24,24,21,5,24,1,3,7,13,651,98,481,186,319,78,318,360,150,210,7,7,7,4,2,0.16,36,36,36,29,0,4,0,2,4
TestAMRMRPCNodeUpdates.java,1,1,1,1,17,1,14,1,4,0,0,11,11,11,3,11,0,3,2,6,234,32,172,65,114,30,115,128,60,68,2,2,2,1,1,0.17,12,12,12,11,9,2,2,0,13
TestAMRMRPCResponseId.java,1,1,1,1,13,2,11,0,2,0,0,5,5,5,2,5,0,1,0,4,117,19,78,41,38,20,48,56,34,22,2,2,2,1,1,0.26,7,7,7,5,0,1,1,0,13
TestAMRMTokens.java,2,2,2,1,35,3,28,4,4,1,4,10,10,9,1,10,0,1,3,6,430,48,323,150,209,65,203,227,123,104,8,8,9,4,3,0.2,21,21,24,13,45,1,3,0,11
TestAMSimulator.java,1,1,1,1,5,0,5,0,2,0,0,6,6,6,2,6,0,0,3,3,86,10,57,33,18,19,30,38,25,13,1,1,1,1,0,0.33,6,6,6,6,0,1,1,0,1
TestAMWebApp.java,1,1,1,1,10,0,9,0,4,3,1,18,18,15,0,18,0,0,3,15,266,34,209,116,120,27,136,159,109,50,3,3,3,1,1,0.13,21,21,21,18,2,1,2,1,15
TestAMWebServices.java,1,1,1,1,10,0,10,0,3,0,2,22,22,22,1,22,0,0,2,20,345,39,282,147,172,25,164,194,119,75,2,2,2,1,1,0.09,28,28,28,22,0,5,0,1,5
TestAMWebServicesAttempts.java,2,2,2,1,18,2,16,0,3,0,2,28,28,28,1,28,0,1,2,25,665,97,538,250,360,31,290,397,249,148,5,5,6,1,4,0.06,74,74,79,28,0,8,1,3,8
TestAMWebServicesJobConf.java,1,1,2,1,14,1,12,0,3,1,3,11,11,10,1,11,0,0,2,9,275,40,208,123,112,28,141,168,116,52,3,3,5,1,2,0.13,20,20,24,11,0,6,0,1,6
TestAMWebServicesJobs.java,2,2,2,1,21,1,19,0,3,0,2,35,35,35,1,35,0,1,2,32,910,111,759,347,562,41,443,537,313,224,8,8,8,1,6,0.05,76,76,81,35,0,1,1,1,10
TestAMWebServicesTasks.java,2,2,2,1,20,1,18,0,3,0,2,31,31,31,1,31,0,0,2,29,759,72,656,320,474,32,394,504,314,190,5,5,6,1,4,0.05,78,78,83,31,0,7,1,2,7
TestAnd.java,1,1,1,1,20,4,16,0,1,0,0,10,10,10,0,10,0,0,0,10,263,56,180,77,140,27,148,159,67,92,1,1,1,1,0,0.15,10,10,10,10,263,1,0,1,1
TestAnnotations.java,2,2,3,1,9,0,9,0,1,0,0,1,1,1,0,1,0,0,0,1,43,3,19,11,6,21,9,13,11,2,2,2,3,1,1,1.11,2,2,3,1,0,1,0,0,1
TestAppController.java,1,1,1,1,16,2,11,2,1,0,0,14,14,14,3,14,0,1,0,13,309,54,204,61,137,51,129,144,47,97,1,1,1,1,0,0.25,14,14,14,14,0,3,0,1,3
TestAppendDifferentChecksum.java,1,1,1,1,14,0,10,2,1,2,4,7,7,5,0,7,0,2,0,5,160,20,101,52,57,39,62,75,44,31,3,3,3,1,2,0.39,10,10,10,7,0,3,0,0,3
TestAppendSnapshotTruncate.java,1,1,1,1,10,0,9,0,7,6,13,36,34,30,17,36,26,1,0,9,497,73,400,156,239,25,236,304,151,153,5,5,5,5,3,0.06,67,67,69,46,497,2,0,2,2
TestApplication.java,1,1,1,1,18,1,15,0,4,0,0,26,26,26,16,26,1,2,1,22,619,78,500,141,331,41,318,382,127,255,4,4,4,1,2,0.08,48,48,49,26,0,8,1,1,10
TestApplicationACLs.java,1,1,1,1,20,2,17,0,6,2,16,17,17,15,0,17,0,8,2,7,424,61,330,151,238,33,203,225,128,97,3,3,4,1,1,0.1,22,22,23,17,0,5,1,4,20
TestApplicationACLsManager.java,1,1,1,1,44,4,36,4,1,0,5,3,3,3,0,3,0,0,0,3,180,20,129,60,105,31,74,78,43,35,1,1,1,1,0,0.24,3,3,3,3,0,1,0,0,1
TestApplicationAttemptId.java,1,1,1,1,12,1,10,0,1,1,0,3,3,2,0,3,0,1,0,2,69,12,40,20,25,17,30,34,18,16,1,1,1,1,0,0.42,3,3,3,3,0,2,1,0,6
TestApplicationClassLoader.java,1,1,1,1,11,1,9,0,1,0,1,8,8,8,0,8,0,3,0,5,152,25,108,54,63,21,70,79,47,32,1,1,1,1,0,0.19,8,8,8,8,34,2,1,0,5
TestApplicationCleanup.java,1,1,1,1,25,3,20,2,5,3,1,20,20,17,1,20,0,3,5,12,606,88,440,194,310,78,295,326,154,172,4,4,6,3,2,0.18,31,31,38,24,121,1,9,0,24
TestApplicationClientProtocolOnHA.java,1,1,1,1,6,0,6,0,1,0,0,19,19,19,1,19,0,0,0,19,211,23,171,100,71,17,84,105,68,37,2,2,2,1,1,0.1,20,20,25,19,0,2,0,2,1
TestApplicationHistoryClientService.java,1,1,1,1,15,0,15,0,1,1,1,7,7,6,0,7,0,0,0,7,178,12,149,107,73,18,96,104,79,25,1,1,1,1,0,0.12,7,7,7,7,20,1,1,0,14
TestApplicationHistoryManagerImpl.java,1,1,1,1,10,0,10,0,1,0,0,3,3,3,1,3,0,0,0,3,74,7,50,27,24,17,34,38,21,17,1,1,1,1,0,0.34,3,3,3,3,0,3,0,1,1
TestApplicationHistoryManagerOnTimelineStore.java,2,2,2,1,19,0,18,0,8,7,2,25,25,18,3,25,0,4,0,21,563,24,505,128,349,35,284,341,115,226,5,5,10,4,3,0.07,57,57,73,40,0,9,0,2,1
TestApplicationHistoryServer.java,2,2,2,1,30,0,28,1,1,0,0,4,4,4,0,4,0,0,0,4,176,12,140,44,96,24,85,99,40,59,3,3,3,1,2,0.17,10,10,10,4,46,1,1,1,13
TestApplicationId.java,1,1,1,1,23,4,19,0,1,0,0,1,1,1,0,1,0,0,0,1,53,10,26,13,17,17,21,23,12,11,1,1,1,1,0,0.65,1,1,1,1,0,2,1,0,6
TestApplicationLimits.java,1,1,1,1,64,9,49,6,1,0,4,9,9,9,3,9,0,2,0,7,676,106,504,173,418,72,368,378,133,245,1,1,1,1,0,0.14,9,9,9,9,276,1,0,4,33
TestApplicationMasterExpiry.java,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,171,5,22,21,0,144,20,21,21,0,0,0,0,0,0,6.55,0,0,0,0,0,1,1,0,6
TestApplicationMasterLauncher.java,2,2,2,1,30,3,25,1,2,0,1,5,5,5,7,5,0,0,0,5,241,30,187,93,113,24,123,137,78,59,5,5,5,1,1,0.13,12,12,14,5,0,1,1,4,25
